module,locus_tag,gene_weight,accession,start,end,strand,product,old_locus_tag,Description,Preferred_name,PFAMs,Protein names,Length,Protein families,Gene Ontology (GO),Gene Ontology (molecular function),regulator
63,Atu1580,0.339565108455058,NC_003062.2,1565885.0,1566658.0,+,ABC transporter%2C nucleotide binding/ATPase protein (amino acid),AGR_C_2909,"ABC-type polar amino acid transport system, ATPase component",aapP,ABC_tran,"ABC transporter, nucleotide binding/ATPase protein (Amino acid)",257.0,ABC transporter superfamily,ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],
63,Atu3794,-0.1303747227959639,NC_003063.2,887343.0,888059.0,-,transcriptional regulator%2C FadR/GntR family,AGR_L_2076,FCD,-,"FCD,GntR","Transcriptional regulator, FadR/GntR family",238.0,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],
63,Atu4157,0.1174565838115923,NC_003063.2,1274540.0,1278226.0,-,proline dehydrogenase,AGR_L_1394,Oxidizes proline to glutamate for use as a carbon and nitrogen source,putA,"Aldedh,Pro_dh,Pro_dh-DNA_bdg",Bifunctional protein PutA [Includes: Proline dehydrogenase (EC 1.5.5.2) (Proline oxidase); Delta-1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)],1228.0,Aldehyde dehydrogenase family; Proline dehydrogenase family,1-pyrroline-5-carboxylate dehydrogenase activity [GO:0003842]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; proline dehydrogenase activity [GO:0004657]; proline biosynthetic process [GO:0006561]; proline catabolic process to glutamate [GO:0010133],1-pyrroline-5-carboxylate dehydrogenase activity [GO:0003842]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; proline dehydrogenase activity [GO:0004657],
64,Atu2144,0.1628225403056976,NC_003062.2,2109546.0,2110319.0,-,conserved hypothetical protein,AGR_C_3887,N-formylglutamate amidohydrolase,-,FGase,N-formylglutamate amidohydrolase,257.0,,,,Atu2145
64,Atu0030,0.1286753885147616,NC_003062.2,33411.0,33686.0,-,phosphocarrier protein HPr,AGR_C_49,Phosphotransferase System,ptsH,PTS-HPr,Phosphocarrier protein HPr,91.0,,,,
64,Atu0041,0.1482786344989868,NC_003062.2,42636.0,43286.0,-,glutamine amidotransferase,AGR_C_64,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR",hisH,GATase,Imidazole glycerol phosphate synthase subunit HisH (EC 4.3.2.10) (IGP synthase glutaminase subunit) (EC 3.5.1.2) (IGP synthase subunit HisH) (ImGP synthase subunit HisH) (IGPS subunit HisH),216.0,,cytoplasm [GO:0005737]; glutaminase activity [GO:0004359]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829]; glutamine metabolic process [GO:0006541]; histidine biosynthetic process [GO:0000105],glutaminase activity [GO:0004359]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829],
64,Atu2138,0.1666918941213307,NC_003062.2,2102930.0,2104075.0,-,dehydrogenase,AGR_C_3879,alcohol dehydrogenase,mdh1,Fe-ADH,Dehydrogenase,381.0,,metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491],metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491],Atu2145
64,Atu2139,0.1762203152319245,NC_003062.2,2104072.0,2105460.0,-,aldehyde dehydrogenase,AGR_C_3880,belongs to the aldehyde dehydrogenase family,ssdA,Aldedh,Aldehyde dehydrogenase,462.0,Aldehyde dehydrogenase family,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]",Atu2145
64,Atu2140,0.1898517601317508,NC_003062.2,2105478.0,2105744.0,-,hypothetical protein,AGR_C_3881,PIN domain,-,PIN,PIN domain-containing protein,88.0,,,,Atu2145
64,Atu2141,0.1762420598536219,NC_003062.2,2105887.0,2106309.0,-,hypothetical protein,AGR_C_3882,Helix-turn-helix XRE-family like proteins,-,HTH_3,HTH cro/C1-type domain-containing protein,140.0,,DNA binding [GO:0003677],DNA binding [GO:0003677],Atu2145
64,Atu2142,0.1467432841138791,NC_003062.2,2106378.0,2107742.0,-,glutamine synthetase,AGR_C_3883,glutamine synthetase,glnA2,Gln-synt_C,Glutamine synthetase,454.0,Glutamine synthetase family,glutamate-ammonia ligase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399],glutamate-ammonia ligase activity [GO:0004356],Atu2145
64,Atu2143,0.1425579428582426,NC_003062.2,2107808.0,2109322.0,-,ABC transporter%2C membrane spanning protein (amino acid),AGR_C_3885,Amino acid permease,-,AA_permease_2,"ABC transporter, membrane spanning protein (Amino acid)",504.0,,membrane [GO:0016020]; transmembrane transporter activity [GO:0022857],transmembrane transporter activity [GO:0022857],Atu2145
65,Atu4446,0.1847299476230725,NC_003063.2,1591236.0,1592189.0,+,conserved hypothetical protein,AGR_L_843,transcriptional regulator,smoC,"MarR_2,Sugar-bind",Sugar-binding domain-containing protein,317.0,SorC transcriptional regulatory family,carbohydrate binding [GO:0030246]; DNA binding [GO:0003677],carbohydrate binding [GO:0030246]; DNA binding [GO:0003677],
65,Atu0062,-0.1149692481768882,NC_003062.2,65054.0,66286.0,-,transcriptional regulator%2C ROK family,AGR_C_93,ROK family,frcR,"HTH_24,ROK","Transcriptional regulator, ROK family",410.0,ROK (NagC/XylR) family,,,
65,Atu0790,0.3314328468893835,NC_003062.2,787140.0,787829.0,-,conserved hypothetical protein,AGR_C_1445,hydrolase,-,HAD_2,HAD family hydrolase,229.0,,metal ion binding [GO:0046872],metal ion binding [GO:0046872],
65,Atu2200,-0.1531616569506481,NC_003062.2,2173922.0,2174137.0,+,cold shock protein,AGR_C_4003,Cold shock,cspA5,CSD,Cold shock protein,71.0,,cytosol [GO:0005829]; nucleic acid binding [GO:0003676],nucleic acid binding [GO:0003676],
65,Atu2606,0.335890641420179,NC_003062.2,2584907.0,2585659.0,+,transcriptional regulator%2C GntR family,AGR_C_4722,transcriptional,-,"GntR,UTRA","Transcriptional regulator, GntR family",250.0,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],Atu2606
65,Atu2607,0.3372196950414499,NC_003062.2,2585684.0,2586706.0,+,glucosamine--fructose-6-phosphate aminotransferase,AGR_C_4724,glucosamine-fructose-6-phosphate aminotransferase,-,SIS,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],340.0,,carbohydrate derivative binding [GO:0097367]; transaminase activity [GO:0008483]; carbohydrate derivative metabolic process [GO:1901135]; glutamine metabolic process [GO:0006541],carbohydrate derivative binding [GO:0097367]; transaminase activity [GO:0008483],Atu2606
65,Atu2609,0.2656803294684706,NC_003062.2,2587873.0,2588799.0,+,transcriptional regulator%2C ROK family,AGR_C_4728,ROK family,-,ROK,"Transcriptional regulator, ROK family",308.0,,,,Atu2606
65,Atu3574,0.1020262664281027,NC_003063.2,627634.0,628416.0,-,ABC transporter%2C nucleotide binding/ATPase protein (xylose),AGR_L_2509,"ABC transporter, ATP-binding protein",xylG,ABC_tran,"ABC transporter, nucleotide binding/ATPase protein (Xylose)",260.0,,ATP binding [GO:0005524],ATP binding [GO:0005524],Atu3577
65,Atu3576,0.1067502097577826,NC_003063.2,629829.0,630869.0,-,ABC transporter%2C substrate binding protein (xylose),AGR_L_2505,ABC transporter,xylF,Peripla_BP_4,"ABC transporter, substrate binding protein (Xylose)",346.0,,periplasmic space [GO:0042597]; monosaccharide binding [GO:0048029]; D-xylose transmembrane transport [GO:0015753],monosaccharide binding [GO:0048029],Atu3577
66,Atu4674,0.4177576627185869,NC_003063.2,1833717.0,1834415.0,+,transcriptional regulator%2C GntR family,AGR_L_414,transcriptional,-,"FCD,GntR","Transcriptional regulator, GntR family",232.0,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],Atu4674
66,Atu4232,0.431667194870687,NC_003063.2,1357532.0,1358227.0,+,transcriptional regulator%2C GntR family,AGR_L_1259,FCD,-,"FCD,GntR","Transcriptional regulator, GntR family",231.0,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],
66,Atu3293,-0.1480814239549697,NC_003063.2,318891.0,320147.0,+,D-amino acid dehydrogenase%2C small subunit,AGR_L_3050,Oxidative deamination of D-amino acids,dadA,DAO,D-amino acid dehydrogenase (EC 1.4.99.-),418.0,DadA oxidoreductase family,D-amino-acid dehydrogenase activity [GO:0008718]; D-alanine catabolic process [GO:0055130],D-amino-acid dehydrogenase activity [GO:0008718],
66,Atu2427,-0.1765310724992268,NC_003062.2,2399286.0,2400188.0,-,ABC transporter%2C membrane spanning protein,AGR_C_4402,Belongs to the binding-protein-dependent transport system permease family,livH,BPD_transp_2,"ABC transporter, membrane spanning protein",300.0,,plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857],transmembrane transporter activity [GO:0022857],
66,Atu2426,-0.1855205464068604,NC_003062.2,2397884.0,2399281.0,-,ABC transporter%2C membrane spanning protein (branched chain amino acid),AGR_C_4400,Belongs to the binding-protein-dependent transport system permease family,livM,"BPD_transp_2,DUF3382","ABC transporter, membrane spanning protein (Branched chain amino acid)",465.0,,plasma membrane [GO:0005886]; branched-chain amino acid transmembrane transporter activity [GO:0015658],branched-chain amino acid transmembrane transporter activity [GO:0015658],
66,Atu2425,-0.1759229364902156,NC_003062.2,2396994.0,2397884.0,-,ABC transporter%2C nucleotide binding/ATPase protein,AGR_C_4398,"ABC-type branched-chain amino acid transport systems, ATPase component",braF,"ABC_tran,BCA_ABC_TP_C","ABC transporter, nucleotide binding/ATPase protein",296.0,,ATP binding [GO:0005524],ATP binding [GO:0005524],
66,Atu2422,-0.1523877752308905,NC_003062.2,2394505.0,2395623.0,-,ABC transporter%2C substrate binding protein (amino acid),AGR_C_4394,"ABC-type branched-chain amino acid transport systems, periplasmic component",livK,Peripla_BP_6,"ABC transporter, substrate binding protein (Amino acid)",372.0,Leucine-binding protein family,metal ion binding [GO:0046872]; amino acid transport [GO:0006865],metal ion binding [GO:0046872],
66,Atu2209,0.2401621780464626,NC_003062.2,2178929.0,2179747.0,-,pyrroline-5-carboxylate reductase,AGR_C_4015,Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline,proC,"F420_oxidored,P5CR_dimer",Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (PCA reductase),272.0,Pyrroline-5-carboxylate reductase family,cytoplasm [GO:0005737]; pyrroline-5-carboxylate reductase activity [GO:0004735]; L-proline biosynthetic process [GO:0055129],pyrroline-5-carboxylate reductase activity [GO:0004735],
66,Atu2424,-0.1750413253056579,NC_003062.2,2396266.0,2396994.0,-,ABC transporter%2C nucleotide binding/ATPase protein,AGR_C_4396,ABC transporter,livF,ABC_tran,"ABC transporter, nucleotide binding/ATPase protein",242.0,ABC transporter superfamily,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; branched-chain amino acid transmembrane transporter activity [GO:0015658],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; branched-chain amino acid transmembrane transporter activity [GO:0015658],
67,Atu2493,0.113670642727007,NC_003062.2,2462596.0,2464170.0,+,NAD(P)+ transhydrogenase,AGR_C_4529,The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane,pntA,"AlaDh_PNT_C,AlaDh_PNT_N,PNTB_4TM",NAD(P) transhydrogenase subunit alpha (EC 7.1.1.1),524.0,AlaDH/PNT family,membrane [GO:0016020]; NAD(P)+ transhydrogenase activity [GO:0008746]; nucleotide binding [GO:0000166]; proton transmembrane transport [GO:1902600],NAD(P)+ transhydrogenase activity [GO:0008746]; nucleotide binding [GO:0000166],
67,Atu2015,-0.2086944126699282,NC_003062.2,1977360.0,1978604.0,-,aminotransferase,AGR_C_3654,COG1167 Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs,lysN,Aminotran_1_2,Aminotransferase,414.0,,pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058],pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483],
67,Atu4530,-0.1749624965424108,NC_003063.2,1678465.0,1679157.0,+,transcriptional regulator%2C TetR family,AGR_L_676,"Bacterial regulatory proteins, tetR family",-,TetR_N,"Transcriptional regulator, TetR family",230.0,,DNA binding [GO:0003677],DNA binding [GO:0003677],
67,Atu4161,0.1346193093471779,NC_003063.2,1279506.0,1279712.0,-,conserved hypothetical protein,AGR_L_1385,-,-,-,Anti-sigma factor NepR domain-containing protein,68.0,,,,
67,Atu4110,0.2724838301692639,NC_003063.2,1229427.0,1230176.0,+,serine dehydrogenase,AGR_L_1487,"Catalyzes the oxidation of the hydroxyl group of serine to form 2-aminomalonate semialdehyde which is spontaneously converted into 2-aminoacetaldehyde and CO(2). Also acts on D- serine, L-glycerate, D-glycerate and 2-methyl-DL-serine. Does not act on O-methyl-DL-serine and L-threonine",ydfG,adh_short,Serine 3-dehydrogenase (EC 1.1.1.276),249.0,Short-chain dehydrogenases/reductases (SDR) family,serine 3-dehydrogenase activity [GO:0031132],serine 3-dehydrogenase activity [GO:0031132],
67,Atu3623,0.2533768034678738,NC_003063.2,677605.0,678240.0,-,molecular chaperone%2C DnaJ family,AGR_L_2405,molecular chaperone,dnaJ2,DnaJ,"Molecular chaperone, DnaJ family",211.0,,,,
67,Atu3469,0.1737227138230858,NC_003063.2,516026.0,517543.0,-,2%2C3-Bisphosphoglycerate-Independent phosphoglycerate mutase,AGR_L_2721,Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate,gpmI,"Metalloenzyme,Phosphodiest,iPGM_N","2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)",505.0,BPG-independent phosphoglycerate mutase family,"cytoplasm [GO:0005737]; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity [GO:0046537]; manganese ion binding [GO:0030145]; glucose catabolic process [GO:0006007]; glycolytic process [GO:0006096]","2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity [GO:0046537]; manganese ion binding [GO:0030145]",
67,Atu3009,0.1149677038871008,NC_003063.2,5510.0,6577.0,+,exopolysaccharide production protein,AGR_L_3583,Exopolysaccharide production protein,exoZ,"Acyl_transf_3,Glyco_hydro_16",Exopolysaccharide production protein,355.0,,"membrane [GO:0016020]; acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]","acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",
67,Atu2494,0.1199411495683869,NC_003062.2,2464191.0,2465636.0,+,NAD(P)+ transhydrogenase beta chain,AGR_C_4531,The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane,pntB,PNTB,NAD(P) transhydrogenase subunit beta (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit beta),481.0,PNT beta subunit family,plasma membrane [GO:0005886]; NAD(P)+ transhydrogenase (AB-specific) activity [GO:0008750]; NADP binding [GO:0050661],NAD(P)+ transhydrogenase (AB-specific) activity [GO:0008750]; NADP binding [GO:0050661],
68,Atu4783,0.2798513198408847,NC_003063.2,1954065.0,1955093.0,+,ABC transporter%2C substrate binding protein (iron),AGR_L_198,"ABC-type Fe3 transport system, periplasmic component",afuA2,SBP_bac_6,"ABC transporter, substrate binding protein (Iron)",342.0,,,,
68,Atu4786,0.3038594280592669,NC_003063.2,1958524.0,1959585.0,+,ABC transporter%2C nucleotide binding/ATPase protein (iron),AGR_L_193,Part of the ABC transporter complex FbpABC involved in Fe(3 ) ions import. Responsible for energy coupling to the transport system,fbpC,"ABC_tran,TOBE_2",Fe(3+) ions import ATP-binding protein FbpC (EC 7.2.2.7),353.0,"ABC transporter superfamily, Fe(3+) ion importer (TC 3.A.1.10) family",ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type ferric iron transporter activity [GO:0015408]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],ABC-type ferric iron transporter activity [GO:0015408]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],
68,Atu4785,0.3188268368491471,NC_003063.2,1956296.0,1958527.0,+,ABC transporter%2C membrane spanning protein (iron),AGR_L_194,"ABC-type Fe3 transport system, permease component",fbpB,BPD_transp_1,"ABC transporter, membrane spanning protein (Iron)",743.0,Binding-protein-dependent transport system permease family,plasma membrane [GO:0005886]; transmembrane transport [GO:0055085],,
68,Atu4784,0.2988074085210343,NC_003063.2,1955192.0,1956217.0,+,ABC transporter%2C substrate binding protein (iron),AGR_L_196,"ABC-type Fe3 transport system, periplasmic component",afuA1,SBP_bac_6,"ABC transporter, substrate binding protein (Iron)",341.0,,,,
68,Atu4781,0.307457079676986,NC_003063.2,1950972.0,1953104.0,-,two component sensor kinase,AGR_L_203,signal transduction histidine kinase,-,"HATPase_c,HisKA,PAS_9,Response_reg",histidine kinase (EC 2.7.13.3),710.0,,membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155],phosphorelay sensor kinase activity [GO:0000155],
68,Atu1845,-0.1012451718617363,NC_003062.2,1825991.0,1826614.0,+,phosphoribosylformylglycinamidine synthase I,AGR_C_3385,Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP-dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from PurQ to PurL,purQ,GATase_5,Phosphoribosylformylglycinamidine synthase subunit PurQ (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit I) (FGAR amidotransferase I) (FGAR-AT I) (Glutaminase PurQ) (EC 3.5.1.2) (Phosphoribosylformylglycinamidine synthase subunit I),207.0,,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glutaminase activity [GO:0004359]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]; 'de novo' IMP biosynthetic process [GO:0006189]; glutamine metabolic process [GO:0006541],ATP binding [GO:0005524]; glutaminase activity [GO:0004359]; phosphoribosylformylglycinamidine synthase activity [GO:0004642],
68,Atu1456,0.1059110585042845,NC_003062.2,1451652.0,1453322.0,+,sulfite reductase (NADPH) hemoprotein beta-component,AGR_C_2687,Sulfite reductase,cysI,"NIR_SIR,NIR_SIR_ferr",Sulfite reductase (NADPH) hemoprotein beta-component,556.0,,"4 iron, 4 sulfur cluster binding [GO:0051539]; heme binding [GO:0020037]; oxidoreductase activity [GO:0016491]","4 iron, 4 sulfur cluster binding [GO:0051539]; heme binding [GO:0020037]; oxidoreductase activity [GO:0016491]",
68,Atu0185,-0.101862080644363,NC_003062.2,187787.0,188170.0,-,methylglyoxal synthase,AGR_C_311,methylglyoxal synthase,mgsA,MGS,Methylglyoxal synthase (MGS) (EC 4.2.3.3),127.0,Methylglyoxal synthase family,methylglyoxal synthase activity [GO:0008929]; methylglyoxal biosynthetic process [GO:0019242],methylglyoxal synthase activity [GO:0008929],Atu4505
68,Atu4782,0.4042921395926935,NC_003063.2,1953101.0,1953847.0,-,two component response regulator,AGR_L_201,Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,drrA,"Response_reg,Trans_reg_C",Two component response regulator,248.0,,DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355],DNA binding [GO:0003677],
69,Atu3301,-0.1140102323410439,NC_003063.2,328525.0,329244.0,-,short-chain alcohol dehydrogenase,AGR_L_3035,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),fixR,adh_short_C2,Short-chain alcohol dehydrogenase,239.0,,oxidoreductase activity [GO:0016491],oxidoreductase activity [GO:0016491],
69,Atu0141,0.1980299290842206,NC_003062.2,143594.0,145597.0,-,cytochrome O ubiquinol oxidase subunit I,AGR_C_227,Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B,cyoB,COX1,Cytochrome O ubiquinol oxidase subunit I,667.0,Heme-copper respiratory oxidase family,"plasma membrane [GO:0005886]; respirasome [GO:0070469]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; aerobic respiration [GO:0009060]","cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]",
69,Atu0140,0.2340723749744414,NC_003062.2,142961.0,143587.0,-,cytochrome o ubiquinol oxidase subunit III,AGR_C_225,"Heme copper-type cytochrome quinol oxidase, subunit 3",cyoC,COX3,Cytochrome bo(3) ubiquinol oxidase subunit 3 (Cytochrome o ubiquinol oxidase subunit 3) (Oxidase bo(3) subunit 3) (Ubiquinol oxidase polypeptide III) (Ubiquinol oxidase subunit 3),208.0,Cytochrome c oxidase subunit 3 family,plasma membrane [GO:0005886]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; aerobic electron transport chain [GO:0019646],cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129],
69,Atu2200,0.1140409773536645,NC_003062.2,2173922.0,2174137.0,+,cold shock protein,AGR_C_4003,Cold shock,cspA5,CSD,Cold shock protein,71.0,,cytosol [GO:0005829]; nucleic acid binding [GO:0003676],nucleic acid binding [GO:0003676],
69,Atu3300,-0.1499131355078126,NC_003063.2,327135.0,328487.0,-,aminotransferase,AGR_L_3037,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,MA20_28355,Aminotran_3,Aminotransferase,450.0,Class-III pyridoxal-phosphate-dependent aminotransferase family,pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483],pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483],
69,Atu0142,0.1431935417760719,NC_003062.2,145674.0,146672.0,-,cytochrome o ubiquinol oxidase subunit II,AGR_C_230,ubiquinol oxidase subunit,cyoA,"COX2,COX_ARM",Ubiquinol oxidase subunit 2,332.0,Cytochrome c oxidase subunit 2 family,"plasma membrane [GO:0005886]; respirasome [GO:0070469]; copper ion binding [GO:0005507]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]","copper ion binding [GO:0005507]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]",
69,Atu5121,0.1881089215119643,NC_003064.2,127712.0,128386.0,-,two component response regulator,AGR_pAT_177,"Transcriptional regulatory protein, C terminal",-,Trans_reg_C,Two component response regulator,224.0,,DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355],DNA binding [GO:0003677],
69,Atu0769,0.2988978832255503,NC_003062.2,765616.0,766569.0,+,protoheme IX farnesyltransferase,AGR_C_1402,Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group,ctaB,UbiA,Protoheme IX farnesyltransferase (EC 2.5.1.141) (Heme B farnesyltransferase) (Heme O synthase),317.0,"UbiA prenyltransferase family, Protoheme IX farnesyltransferase subfamily",plasma membrane [GO:0005886]; protoheme IX farnesyltransferase activity [GO:0008495]; heme O biosynthetic process [GO:0048034],protoheme IX farnesyltransferase activity [GO:0008495],Atu1602
70,Atu2633,0.1092355713799139,NC_003062.2,2617048.0,2617662.0,-,RhtB family transporter,AGR_C_4773,efflux protein,-,LysE,RhtB family transporter,204.0,,plasma membrane [GO:0005886]; amino acid transport [GO:0006865],,
70,Atu1327,-0.1015001614531524,NC_003062.2,1315245.0,1315643.0,+,NADH-ubiquinone oxidoreductase,AGR_C_2444,"Provides the input to the respiratory chain from the NAD-linked dehydrogenases of the citric acid cycle. The complex couples the oxidation of NADH and the reduction of ubiquinone, to the generation of a proton gradient which is then used for ATP synthesis",MA20_29090,NDUFA12,NADH-ubiquinone oxidoreductase,132.0,,membrane [GO:0016020]; mitochondrial respiratory chain complex I assembly [GO:0032981],,
70,Atu0566,0.0953398674903903,NC_003062.2,550988.0,551200.0,+,hypothetical protein,,,,,Transposase,70.0,,,,
70,Atu2747,0.09685874659072,NC_003062.2,2745254.0,2745916.0,-,conserved hypothetical protein,AGR_C_4983,"Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis",MA20_24865,Ala_racemase_N,Pyridoxal phosphate homeostasis protein (PLP homeostasis protein),220.0,Pyridoxal phosphate-binding protein YggS/PROSC family,pyridoxal phosphate binding [GO:0030170],pyridoxal phosphate binding [GO:0030170],
70,Atu0141,0.162800554882001,NC_003062.2,143594.0,145597.0,-,cytochrome O ubiquinol oxidase subunit I,AGR_C_227,Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B,cyoB,COX1,Cytochrome O ubiquinol oxidase subunit I,667.0,Heme-copper respiratory oxidase family,"plasma membrane [GO:0005886]; respirasome [GO:0070469]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; aerobic respiration [GO:0009060]","cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]",
70,Atu0107,0.1819746708548867,NC_003062.2,110062.0,110223.0,+,hypothetical protein,AGR_C_162,,,,Uncharacterized protein,53.0,,,,
70,Atu3120,0.092507616758182,NC_003063.2,130448.0,130945.0,-,hypothetical protein,,,,,Uncharacterized protein,165.0,,,,
70,Atu3467,0.0895112646754993,NC_003063.2,515143.0,515517.0,+,conserved hypothetical protein,AGR_L_2724,transporter component,-,Sulf_transp,Sulphur transport domain-containing protein,124.0,UPF0394 family,plasma membrane [GO:0005886],,
71,Atu0064,0.1628148731979741,NC_003062.2,67798.0,68880.0,+,ABC transporter%2C membrane spanning protein (sugar),AGR_C_96,Belongs to the binding-protein-dependent transport system permease family,frcC,BPD_transp_2,"ABC transporter, membrane spanning protein (Sugar)",360.0,,plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857],transmembrane transporter activity [GO:0022857],
